1,-432.957,616,616,617,616,617,614,616,617,617,616,616,615,615,615,616,616,615,616,615,615,616,616,616,617,618,616,618,616,616,615,615,616,616,616,616,617,616,615,615,614,617,615,615,615,616,616,615,617,615,616,616,616,614,617,616,615,616,617,617,617,616,616,617,617,615,617,615,616,616,616,616,617,616,617,616,617,618,616,616,617,615,616,615,615,615,617,615,617,616,617,616,614,618,615,617,615,616,617,614,614
1,-430.289,616,615,617,616,616,616,615,617,615,616,615,615,615,615,615,617,617,616,617,617,616,617,614,615,616,615,615,616,617,617,616,616,615,617,617,617,616,615,615,615,617,616,617,617,616,616,616,616,615,616,615,615,616,616,616,615,616,617,616,617,616,616,615,617,617,617,616,615,615,616,616,618,616,616,617,616,615,615,617,616,616,616,617,617,617,616,617,615,616,617,616,618,614,616,617,616,616,616,618,616
1,-427.622,616,615,617,616,614,615,616,615,615,617,617,615,615,616,618,615,615,616,615,615,615,616,617,616,615,615,615,617,615,616,617,615,616,614,616,615,616,616,617,615,614,616,615,617,617,617,615,617,615,615,617,616,615,615,616,616,616,616,615,617,616,617,617,615,617,618,615,617,617,617,616,617,615,615,616,616,617,617,616,615,615,616,615,617,614,615,616,617,616,617,615,617,615,615,616,618,617,617,615,617
1,-424.957,615,615,617,614,617,616,615,616,616,617,615,616,615,616,615,615,616,616,616,615,615,616,615,616,616,615,615,616,617,616,615,615,616,616,617,615,615,616,617,615,617,615,616,615,616,616,616,615,616,616,616,617,615,615,615,616,618,616,615,617,617,616,617,616,617,616,616,618,614,615,615,615,615,616,616,616,617,617,616,617,617,615,615,615,615,615,616,616,615,618,616,616,618,618,615,616,616,615,615,616
1,-422.294,616,616,615,616,617,617,616,617,618,616,615,616,615,616,617,617,616,617,615,615,615,615,617,617,616,617,616,615,615,615,616,616,616,614,615,617,616,615,616,616,615,617,615,616,616,617,615,617,616,616,616,617,616,615,616,615,616,615,616,615,616,617,616,615,615,618,615,615,616,615,617,616,615,616,616,617,616,616,616,615,615,616,617,617,616,616,615,616,615,615,616,615,617,615,617,615,616,616,617,616
1,-419.633,616,616,616,616,615,616,616,617,616,617,615,617,614,617,616,616,615,615,614,617,617,615,615,615,617,616,615,617,614,618,617,616,617,615,616,616,616,616,615,616,616,615,615,615,615,617,616,616,615,616,615,615,617,616,615,615,617,615,616,616,617,616,616,616,616,615,615,618,616,616,617,617,616,616,616,616,617,617,616,615,615,616,616,616,615,617,616,616,617,616,615,616,615,617,616,615,616,615,615,616
1,-416.974,616,615,615,616,616,616,616,615,615,615,616,616,615,616,616,615,617,615,614,616,615,616,617,617,616,617,615,615,615,615,615,615,616,616,617,615,617,616,615,616,616,617,617,614,615,616,617,617,617,615,617,615,617,616,616,615,617,615,616,615,616,616,615,616,614,618,616,616,615,616,616,617,615,617,617,616,616,616,615,618,617,617,614,617,614,616,615,615,616,614,617,617,616,616,617,616,615,615,616,615
1,-414.316,616,617,615,615,616,615,617,616,615,616,615,617,618,615,617,616,615,616,616,616,615,615,616,615,615,615,617,616,617,617,617,615,617,617,617,615,615,614,616,615,615,617,615,615,616,616,615,616,616,617,616,616,616,617,615,616,616,616,616,617,615,615,615,616,616,618,616,615,617,617,618,615,617,615,616,618,616,616,616,616,615,617,616,616,616,616,617,617,616,617,615,616,615,617,616,617,617,617,617,616
1,-411.66,616,616,616,617,617,616,616,616,616,617,616,616,615,617,617,617,616,616,616,617,615,615,618,615,614,616,615,616,616,615,615,615,616,615,617,616,617,615,613,615,616,615,616,616,617,616,617,616,617,616,614,615,615,616,616,617,615,617,617,616,617,617,617,616,616,616,617,614,616,617,615,617,615,617,616,616,617,616,615,616,617,617,615,615,617,616,615,616,614,617,616,616,615,618,616,617,616,616,616,615
1,-409.006,616,617,615,615,616,616,615,617,615,615,616,616,614,616,614,615,615,616,617,615,615,617,616,617,616,616,615,615,616,616,616,616,615,617,616,617,617,616,616,615,616,616,615,615,617,616,616,615,616,615,616,615,617,616,615,616,615,615,616,616,616,617,615,615,616,616,615,616,616,615,616,615,616,615,617,617,617,616,616,615,616,617,617,617,617,615,615,615,616,616,616,617,617,617,616,617,615,616,616,617
